venue_sk,venue_name,season,team1_sk,team2_sk,toss_winner_team_sk,toss_decision,match_winner_team_sk,total_matches,team1_wins,team2_wins,batting_first_wins,chasing_wins,avg_first_innings_score,avg_second_innings_score,ingestionts
2,"Sardar Patel Stadium, Motera",2014,4,7,7,field,4,1,1,0,1,0,170.0,160.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2014,11,1,1,field,1,1,0,1,0,1,178.0,181.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2014,12,6,6,field,12,1,1,0,1,0,187.0,168.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2014,11,7,11,bat,7,1,0,1,0,1,160.0,161.0,2026-01-07T06:33:37.858Z
4,Barabati Stadium,2014,9,1,1,field,9,1,1,0,1,0,231.0,187.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2014,0,4,4,field,0,1,1,0,1,0,134.0,102.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2014,9,6,6,field,9,1,1,0,1,0,198.0,166.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2014,11,0,0,field,0,1,0,1,0,1,143.0,44.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2014,12,1,1,field,1,1,0,1,0,1,157.0,160.0,2026-01-07T06:33:37.858Z
4,Barabati Stadium,2014,9,7,7,field,7,1,0,1,0,1,149.0,150.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2014,6,4,6,bat,4,1,0,1,0,1,190.0,191.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2014,0,12,0,bat,12,1,0,1,0,1,157.0,160.0,2026-01-07T06:33:37.858Z
23,JSCA International Stadium Complex,2014,4,1,4,bat,1,1,0,1,0,1,148.0,149.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2014,6,11,11,field,6,1,1,0,1,0,186.0,170.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2014,0,9,9,field,9,1,0,1,0,1,205.0,211.0,2026-01-07T06:33:37.858Z
4,Barabati Stadium,2014,12,7,7,field,7,1,0,1,0,1,141.0,142.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2014,4,11,11,field,4,1,1,0,1,0,201.0,139.0,2026-01-07T06:33:37.858Z
23,JSCA International Stadium Complex,2014,1,6,1,bat,6,1,0,1,0,1,138.0,142.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2014,0,7,0,bat,7,1,0,1,0,1,142.0,146.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2014,12,4,12,bat,12,1,1,0,1,0,178.0,153.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2014,11,9,9,field,9,1,0,1,0,1,164.0,165.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2014,6,0,6,bat,0,1,0,1,0,1,160.0,161.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2014,1,7,7,field,7,1,0,1,0,1,154.0,156.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2014,9,12,12,field,12,1,0,1,0,1,156.0,159.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2014,7,6,6,field,7,1,1,0,1,0,195.0,165.0,2026-01-07T06:33:37.858Z
23,JSCA International Stadium Complex,2014,1,0,0,field,0,1,0,1,0,1,185.0,189.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2014,12,11,11,field,12,1,1,0,1,0,173.0,158.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2014,9,4,4,field,9,1,1,0,1,0,179.0,163.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2014,6,1,1,field,1,1,0,1,0,1,154.0,160.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2014,0,7,7,field,7,1,0,1,0,1,160.0,161.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2014,11,9,9,field,9,1,0,1,0,1,115.0,119.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2014,4,12,12,field,12,1,0,1,0,1,189.0,195.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2014,7,9,9,field,7,1,1,0,1,0,163.0,135.0,2026-01-07T06:33:37.858Z
13,Brabourne Stadium,2014,12,1,1,field,1,1,0,1,0,1,173.0,176.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2014,9,1,1,field,9,1,1,0,1,0,226.0,202.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2014,9,7,7,field,7,1,0,1,0,1,199.0,200.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2015,12,7,7,field,7,1,0,1,0,1,168.0,170.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2015,1,11,11,field,1,1,1,0,1,0,150.0,149.0,2026-01-07T06:33:37.858Z
7,Maharashtra Cricket Association Stadium,2015,4,9,9,field,4,1,1,0,1,0,162.0,136.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2015,1,0,1,bat,1,1,1,0,1,0,209.0,164.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2015,7,6,6,field,6,1,0,1,0,1,177.0,179.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2015,11,4,4,field,4,1,0,1,0,1,184.0,186.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2015,9,12,12,field,9,1,1,0,1,0,177.0,159.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2015,6,0,0,field,0,1,0,1,0,1,166.0,172.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2015,12,4,12,bat,4,1,0,1,0,1,164.0,165.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2015,1,7,7,field,7,1,0,1,0,1,165.0,169.0,2026-01-07T06:33:37.858Z
7,Maharashtra Cricket Association Stadium,2015,9,11,9,bat,11,1,0,1,0,1,165.0,169.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015,0,4,4,field,4,1,0,1,0,1,127.0,131.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2015,12,1,12,bat,1,1,0,1,0,1,183.0,189.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015,11,0,11,bat,11,1,1,0,1,0,167.0,163.0,2026-01-07T06:33:37.858Z
7,Maharashtra Cricket Association Stadium,2015,9,7,7,field,7,1,0,1,0,1,155.0,159.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2015,1,4,1,bat,4,1,0,1,0,1,156.0,157.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2015,12,6,6,field,12,1,1,0,1,0,209.0,191.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2015,11,7,7,field,7,1,0,1,0,1,146.0,147.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2015,4,9,9,field,9,1,0,1,0,1,191.0,191.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015,0,7,7,field,0,1,1,0,1,0,176.0,101.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2015,1,6,6,field,1,1,1,0,1,0,181.0,154.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2015,11,12,12,field,11,1,1,0,1,0,190.0,153.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2015,4,6,6,field,6,1,0,1,0,1,130.0,134.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2015,12,0,12,bat,12,1,1,0,1,0,157.0,137.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2015,1,9,1,bat,1,1,1,0,1,0,192.0,95.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2015,11,6,6,field,6,1,0,1,0,1,95.0,99.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2015,0,9,9,field,0,1,1,0,1,0,150.0,130.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2015,7,11,7,bat,7,1,1,0,1,0,171.0,158.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2015,6,4,4,field,,1,0,0,0,0,200.0,0.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2015,1,7,7,field,1,1,1,0,1,0,134.0,132.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2015,9,11,11,field,11,1,0,1,0,1,118.0,119.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2015,12,4,4,field,12,1,1,0,1,0,187.0,179.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2015,7,6,6,field,6,1,0,1,0,1,111.0,115.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2015,0,1,1,field,0,1,1,0,1,0,192.0,170.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2015,12,9,12,bat,12,1,1,0,1,0,172.0,149.0,2026-01-07T06:33:37.858Z
13,Brabourne Stadium,2015,4,11,11,field,4,1,1,0,1,0,189.0,175.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2015,1,6,1,bat,1,1,1,0,1,0,148.0,124.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2015,7,0,0,field,7,1,1,0,1,0,167.0,132.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2015,11,12,11,bat,12,1,0,1,0,1,152.0,153.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2015,6,9,9,field,6,1,1,0,1,0,226.0,88.0,2026-01-07T06:33:37.858Z
13,Brabourne Stadium,2015,0,4,4,field,0,1,1,0,1,0,201.0,194.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2015,1,12,1,bat,12,1,0,1,0,1,158.0,159.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2015,9,7,9,bat,7,1,0,1,0,1,183.0,184.0,2026-01-07T06:33:37.858Z
17,Shaheed Veer Narayan Singh International Stadium,2015,0,11,0,bat,0,1,1,0,1,0,163.0,157.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2015,6,12,6,bat,6,1,1,0,1,0,235.0,196.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2015,1,4,1,bat,1,1,1,0,1,0,157.0,145.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2015,0,9,0,bat,0,1,1,0,1,0,185.0,180.0,2026-01-07T06:33:37.858Z
17,Shaheed Veer Narayan Singh International Stadium,2015,1,11,1,bat,11,1,0,1,0,1,119.0,120.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2015,9,6,6,field,9,1,1,0,1,0,106.0,84.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2015,12,7,7,field,12,1,1,0,1,0,171.0,166.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2015,0,6,0,bat,6,1,0,1,0,1,135.0,83.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2015,9,1,9,bat,1,1,0,1,0,1,130.0,134.0,2026-01-07T06:33:37.858Z
13,Brabourne Stadium,2015,4,7,4,bat,4,1,1,0,1,0,199.0,190.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2015,11,6,6,field,,1,0,0,0,0,187.0,2.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2015,0,12,0,bat,12,1,0,1,0,1,113.0,114.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2015,12,1,12,bat,12,1,1,0,1,0,187.0,162.0,2026-01-07T06:33:37.858Z
7,Maharashtra Cricket Association Stadium,2015,6,4,6,bat,6,1,1,0,1,0,180.0,109.0,2026-01-07T06:33:37.858Z
23,JSCA International Stadium Complex,2015,6,1,1,field,1,1,0,1,0,1,139.0,140.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2015,12,1,1,field,12,1,1,0,1,0,202.0,161.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2016,12,8,12,bat,8,1,0,1,0,1,121.0,126.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2016,11,7,7,field,7,1,0,1,0,1,98.0,99.0,2026-01-07T06:33:37.858Z
5,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,9,5,5,field,5,1,0,1,0,1,161.0,162.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2016,6,0,0,field,6,1,1,0,1,0,227.0,182.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2016,7,12,12,field,12,1,0,1,0,1,187.0,188.0,2026-01-07T06:33:37.858Z
24,Saurashtra Cricket Association Stadium,2016,8,5,8,bat,5,1,0,1,0,1,163.0,164.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2016,9,11,11,field,11,1,0,1,0,1,111.0,113.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2016,0,7,0,bat,7,1,0,1,0,1,142.0,146.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2016,12,5,5,field,5,1,0,1,0,1,143.0,147.0,2026-01-07T06:33:37.858Z
5,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,8,9,8,bat,9,1,0,1,0,1,152.0,153.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2016,6,11,11,field,11,1,0,1,0,1,191.0,192.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2016,12,0,0,field,0,1,0,1,0,1,142.0,145.0,2026-01-07T06:33:37.858Z
5,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,9,7,7,field,7,1,0,1,0,1,138.0,141.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2016,6,12,12,field,12,1,0,1,0,1,170.0,171.0,2026-01-07T06:33:37.858Z
24,Saurashtra Cricket Association Stadium,2016,5,0,0,field,0,1,0,1,0,1,135.0,137.0,2026-01-07T06:33:37.858Z
7,Maharashtra Cricket Association Stadium,2016,6,8,8,field,6,1,1,0,1,0,185.0,172.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2016,11,12,12,field,11,1,1,0,1,0,164.0,154.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2016,9,0,0,field,0,1,0,1,0,1,143.0,146.0,2026-01-07T06:33:37.858Z
24,Saurashtra Cricket Association Stadium,2016,6,5,6,bat,5,1,0,1,0,1,180.0,182.0,2026-01-07T06:33:37.858Z
7,Maharashtra Cricket Association Stadium,2016,8,7,7,field,7,1,0,1,0,1,160.0,162.0,2026-01-07T06:33:37.858Z
5,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,12,9,9,field,12,1,1,0,1,0,189.0,164.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2016,0,8,8,field,8,1,0,1,0,1,118.0,94.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2016,5,11,11,field,5,1,1,0,1,0,172.0,171.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2016,7,12,12,field,12,1,0,1,0,1,174.0,178.0,2026-01-07T06:33:37.858Z
7,Maharashtra Cricket Association Stadium,2016,8,5,5,field,5,1,0,1,0,1,195.0,196.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2016,11,7,7,field,11,1,1,0,1,0,186.0,159.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2016,0,6,6,field,0,1,1,0,1,0,194.0,179.0,2026-01-07T06:33:37.858Z
24,Saurashtra Cricket Association Stadium,2016,9,5,5,field,9,1,1,0,1,0,154.0,131.0,2026-01-07T06:33:37.858Z
7,Maharashtra Cricket Association Stadium,2016,8,12,12,field,12,1,0,1,0,1,159.0,161.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2016,6,7,7,field,7,1,0,1,0,1,185.0,189.0,2026-01-07T06:33:37.858Z
24,Saurashtra Cricket Association Stadium,2016,5,11,11,field,11,1,0,1,0,1,149.0,150.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2016,7,9,9,field,7,1,1,0,1,0,164.0,157.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2016,11,8,8,field,8,1,0,1,0,1,162.0,166.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2016,5,0,0,field,0,1,0,1,0,1,126.0,129.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2016,8,6,6,field,6,1,0,1,0,1,191.0,195.0,2026-01-07T06:33:37.858Z
5,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,9,11,11,field,9,1,1,0,1,0,181.0,172.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,0,12,12,field,0,1,1,0,1,0,177.0,92.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2016,7,5,5,field,5,1,0,1,0,1,158.0,164.0,2026-01-07T06:33:37.858Z
5,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,6,9,9,field,6,1,1,0,1,0,175.0,174.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,0,8,0,bat,0,1,1,0,1,0,137.0,133.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2016,6,12,12,field,12,1,0,1,0,1,151.0,153.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2016,0,11,11,field,11,1,0,1,0,1,146.0,150.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,12,9,12,bat,9,1,0,1,0,1,124.0,127.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2016,6,5,5,field,6,1,1,0,1,0,248.0,104.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2016,8,7,8,bat,7,1,0,1,0,1,103.0,66.0,2026-01-07T06:33:37.858Z
5,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,9,0,9,bat,0,1,0,1,0,1,179.0,180.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,12,11,11,field,12,1,1,0,1,0,206.0,126.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2016,7,6,6,field,6,1,0,1,0,1,183.0,186.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,11,8,8,field,8,1,0,1,0,1,121.0,76.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2016,6,9,9,field,6,1,1,0,1,0,211.0,120.0,2026-01-07T06:33:37.858Z
15,Green Park,2016,7,5,5,field,5,1,0,1,0,1,124.0,125.0,2026-01-07T06:33:37.858Z
17,Shaheed Veer Narayan Singh International Stadium,2016,0,11,11,field,11,1,0,1,0,1,158.0,161.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,9,8,9,bat,8,1,0,1,0,1,172.0,173.0,2026-01-07T06:33:37.858Z
15,Green Park,2016,12,5,5,field,5,1,0,1,0,1,172.0,173.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2016,7,0,0,field,7,1,1,0,1,0,171.0,149.0,2026-01-07T06:33:37.858Z
17,Shaheed Veer Narayan Singh International Stadium,2016,11,6,6,field,6,1,0,1,0,1,138.0,139.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2016,5,6,6,field,6,1,0,1,0,1,158.0,159.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2016,0,7,7,field,0,1,1,0,1,0,162.0,140.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2016,5,0,0,field,0,1,0,1,0,1,162.0,163.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2016,0,6,0,bat,0,1,1,0,1,0,208.0,200.0,2026-01-07T06:33:37.858Z
